time,lat,lng,temperature,humidity,precipitation,sealevelPressure,surfacePressure,nst
2022-08-22 00:00:00+00:00,34.508,-97.243,23.36250114440918,88.54779815673828,0.0,1015.2000122070312,980.3716430664062,23.0
2022-08-22 00:00:00+00:00,34.996,-118.19,37.01449966430664,12.383333206176758,0.0,1010.9000244140624,921.7105712890624,24.0
2022-08-22 00:00:00+00:00,35.033,-117.684,37.979000091552734,16.340118408203125,0.0,1009.7999877929688,934.500732421875,19.0
2022-08-22 00:00:00+00:00,35.062,-118.339,33.180999755859375,14.38335132598877,0.0,1012.2999877929688,878.450439453125,25.0
2022-08-22 00:00:00+00:00,35.062,-118.339,33.180999755859375,14.38335132598877,0.0,1012.2999877929688,878.450439453125,26.0
2022-08-22 00:00:00+00:00,36.258,-95.235,22.449499130249023,84.98693084716797,0.0,1015.5999755859376,995.3046264648438,35.0
2022-08-22 00:00:00+00:00,36.895,-121.621,17.987998962402344,74.49913787841797,0.0,1016.7999877929688,998.1548461914062,14.0
2022-08-22 00:00:00+00:00,45.884,-119.316,37.03300094604492,10.89971923828125,0.0,1010.5,993.6415405273438,7.0
2022-08-22 00:00:00+00:00,59.008,-137.077,10.342000007629396,41.59138107299805,0.0,1017.2999877929688,912.4550170898438,
2022-08-22 00:00:00+00:00,59.913,-141.072,9.043499946594238,73.68576049804688,0.0,1016.4000244140624,998.9843139648438,
2022-08-22 00:00:00+00:00,60.186,-148.246,9.207999229431152,98.9946746826172,0.6000000238418579,1015.2000122070312,931.8352661132812,
2022-08-22 00:00:00+00:00,60.571,-148.216,14.000499725341797,92.48109436035156,0.699999988079071,1015.4000244140624,1015.4000244140624,
2022-08-22 00:00:00+00:00,61.05,-148.418,14.618999481201172,88.9621810913086,0.6000000238418579,1016.0,1003.3101196289062,
2022-08-22 00:00:00+00:00,65.024,-147.127,19.593000411987305,50.360084533691406,0.0,1011.5,970.0476684570312,
2022-08-22 01:00:00+00:00,34.508,-97.243,23.0625,91.2785186767578,0.1000000014901161,1015.2999877929688,980.4338989257812,23.0
2022-08-22 01:00:00+00:00,34.996,-118.19,35.76449966430664,13.498086929321287,0.0,1011.0,921.4602661132812,24.0
2022-08-22 01:00:00+00:00,35.033,-117.684,36.37900161743164,19.33662986755371,0.0,1009.9000244140624,934.221923828125,19.0
2022-08-22 01:00:00+00:00,35.062,-118.339,31.78099822998047,15.788347244262695,0.0,1012.4000244140624,877.9730224609375,25.0
2022-08-22 01:00:00+00:00,35.062,-118.339,31.78099822998047,15.788347244262695,0.0,1012.4000244140624,877.9730224609375,26.0
2022-08-22 01:00:00+00:00,36.258,-95.235,22.499500274658203,88.4774169921875,0.0,1015.5999755859376,995.30810546875,35.0
2022-08-22 01:00:00+00:00,36.895,-121.621,17.288000106811523,77.860107421875,0.0,1016.7000122070312,998.01220703125,14.0
2022-08-22 01:00:00+00:00,45.884,-119.316,36.58300018310547,10.777770042419434,0.0,1010.0,993.1257934570312,7.0
2022-08-22 01:00:00+00:00,59.008,-137.077,10.242000579833984,40.80038833618164,0.0,1017.0999755859376,912.2411499023438,
2022-08-22 01:00:00+00:00,59.913,-141.072,8.493499755859375,75.67752075195312,0.0,1016.2000122070312,998.7540283203124,
2022-08-22 01:00:00+00:00,60.186,-148.246,7.6080002784729,100.0,0.4000000059604645,1015.0,931.2005615234376,
2022-08-22 01:00:00+00:00,60.571,-148.216,13.90049934387207,96.1729736328125,0.1000000014901161,1015.2999877929688,1015.2999877929688,
2022-08-22 01:00:00+00:00,61.05,-148.418,14.569000244140623,88.37747955322266,0.4000000059604645,1015.7999877929688,1003.1105346679688,
2022-08-22 01:00:00+00:00,65.024,-147.127,19.843000411987305,51.28196334838867,0.0,1011.2000122070312,969.7946166992188,
2022-08-22 02:00:00+00:00,34.508,-97.243,22.712499618530277,93.51994323730467,0.0,1015.5,980.5864868164062,23.0
2022-08-22 02:00:00+00:00,34.996,-118.19,34.16450119018555,15.277198791503906,0.0,1011.4000244140624,921.3840942382812,24.0
2022-08-22 02:00:00+00:00,35.033,-117.684,34.829002380371094,20.43392944335937,0.0,1010.4000244140624,934.32080078125,19.0
2022-08-22 02:00:00+00:00,35.062,-118.339,30.23099899291992,17.556062698364258,0.0,1012.7000122070312,877.6027221679688,25.0
2022-08-22 02:00:00+00:00,35.062,-118.339,30.23099899291992,17.556062698364258,0.0,1012.7000122070312,877.6027221679688,26.0
2022-08-22 02:00:00+00:00,36.258,-95.235,22.499500274658203,91.80519104003906,0.0,1016.0999755859376,995.798095703125,35.0
2022-08-22 02:00:00+00:00,36.895,-121.621,15.88800048828125,85.10467529296875,0.0,1016.7999877929688,998.0208740234376,14.0
2022-08-22 02:00:00+00:00,45.884,-119.316,35.53300094604492,11.58360195159912,0.0,1009.7999877929688,992.872314453125,7.0
2022-08-22 02:00:00+00:00,59.008,-137.077,9.642000198364258,43.90840148925781,0.0,1016.5,911.4945678710938,
2022-08-22 02:00:00+00:00,59.913,-141.072,8.043499946594238,77.20819091796875,0.0,1015.7999877929688,998.333251953125,
2022-08-22 02:00:00+00:00,60.186,-148.246,6.708000183105469,99.99999237060548,0.6000000238418579,1015.0,930.9447021484376,
2022-08-22 02:00:00+00:00,60.571,-148.216,14.05049991607666,90.9822235107422,0.1000000014901161,1015.2000122070312,1015.2000122070312,
2022-08-22 02:00:00+00:00,61.05,-148.418,14.668999671936035,84.97398376464844,0.800000011920929,1015.9000244140624,1003.2136840820312,
2022-08-22 02:00:00+00:00,65.024,-147.127,19.493000030517575,54.37613296508789,0.0,1011.0,969.554443359375,
